Source,Target,Type,Id,Label,timeset,Weight
17565157820349285941,14509674625773237232,Directed,101,,,1
17565157820349285941,17690088630266840742,Directed,102,,,1
60217585642891099,16192213325054712482,Directed,103,,,1
13719919513687366415,16192213325054712482,Directed,104,,,1
3226383488348706664,16192213325054712482,Directed,105,,,1
3226383488348706664,1090143777790538129,Directed,106,,,1
3226383488348706664,4669222260776516088,Directed,107,,,1
3226383488348706664,3691047098252454912,Directed,108,,,1
15846895436024428206,16192213325054712482,Directed,109,,,1
92487303016068241,16192213325054712482,Directed,110,,,1
kZM8T-nhLoEJ,16192213325054712482,Directed,111,,,1
3zA9V8lLOBgJ,16192213325054712482,Directed,112,,,1
5773332037599204383,16192213325054712482,Directed,113,,,1
2357595691572196784,16192213325054712482,Directed,114,,,1
9250846252811754508,16192213325054712482,Directed,115,,,1
3831793824036589115,16192213325054712482,Directed,116,,,1
cpjta8oz4LMJ,16192213325054712482,Directed,117,,,1
XIzvc3wgB7IJ,16192213325054712482,Directed,118,,,1
1056165334089037236,16192213325054712482,Directed,119,,,1
13928243794910634583,16192213325054712482,Directed,120,,,1
16672505761567929002,16192213325054712482,Directed,121,,,1
On8u1KJohXUJ,16192213325054712482,Directed,122,,,1
3183404616452672635,16192213325054712482,Directed,123,,,1
7178997930367509411,16192213325054712482,Directed,124,,,1
Fn1Q77snePAJ,16192213325054712482,Directed,125,,,1
KV3B8_Kx4pAJ,16192213325054712482,Directed,126,,,1
M2t9-XB4sPQJ,16192213325054712482,Directed,127,,,1
M2t9-XB4sPQJ,8838042677898220156,Directed,128,,,1
M2t9-XB4sPQJ,419814080967757886,Directed,129,,,1
Ds-I-ViDFkwJ,16192213325054712482,Directed,130,,,1
950113664264233471,16192213325054712482,Directed,131,,,1
12726324557608836938,16192213325054712482,Directed,132,,,1
3491443878235713211,16192213325054712482,Directed,133,,,1
14560419635996828940,4320847069007107689,Directed,134,,,1
5395181303362854805,18364489761375076384,Directed,135,,,1
815774926777938212,18364489761375076384,Directed,136,,,1
1247650875323274830,18364489761375076384,Directed,137,,,1
10986861324205392331,18364489761375076384,Directed,138,,,1
13452297271468985525,18364489761375076384,Directed,139,,,1
13452297271468985525,4305379575655523410,Directed,140,,,1
13452297271468985525,1247650875323274830,Directed,141,,,1
10146411023183790423,18364489761375076384,Directed,142,,,1
1907311298240946255,18364489761375076384,Directed,143,,,1
1907311298240946255,4305379575655523410,Directed,144,,,1
14937006532788023928,18364489761375076384,Directed,145,,,1
5890447170012942057,18364489761375076384,Directed,146,,,1
3516377922425391278,18364489761375076384,Directed,147,,,1
15805162202309557427,18364489761375076384,Directed,148,,,1
4262853611372190417,18364489761375076384,Directed,149,,,1
9133763545643856728,18364489761375076384,Directed,150,,,1
10334563125702351939,18364489761375076384,Directed,151,,,1
2249046575011325711,18364489761375076384,Directed,152,,,1
1052241431211313363,18364489761375076384,Directed,153,,,1
1195137970263928917,18364489761375076384,Directed,154,,,1
5449225012179960789,18364489761375076384,Directed,155,,,1
1004676428026786513,18364489761375076384,Directed,156,,,1
3707484458598957609,18364489761375076384,Directed,157,,,1
3707484458598957609,1247650875323274830,Directed,158,,,1
3884957561641543713,18364489761375076384,Directed,159,,,1
3884957561641543713,10530946631850852036,Directed,160,,,1
10380663245555997641,18364489761375076384,Directed,161,,,1
10380663245555997641,1247650875323274830,Directed,162,,,1
9566344511467238283,18364489761375076384,Directed,163,,,1
4338033259627270849,18364489761375076384,Directed,164,,,1
xH3VDP54V1sJ,18364489761375076384,Directed,165,,,1
xH3VDP54V1sJ,13820541331085222368,Directed,166,,,1
xH3VDP54V1sJ,14937006532788023928,Directed,167,,,1
xH3VDP54V1sJ,7913681913625360733,Directed,168,,,1
tIbJMADHH40J,18364489761375076384,Directed,169,,,1
VB2OP2PYcHEJ,18364489761375076384,Directed,170,,,1
VB2OP2PYcHEJ,4305379575655523410,Directed,171,,,1
VB2OP2PYcHEJ,1953573005909947035,Directed,172,,,1
zU23Ue9PygsJ,18364489761375076384,Directed,173,,,1
18221287824361496906,18364489761375076384,Directed,174,,,1
18221287824361496906,16960966614380370837,Directed,175,,,1
15474642984557559046,18364489761375076384,Directed,176,,,1
afnObng0xVwJ,18364489761375076384,Directed,177,,,1
8201601784469277475,18364489761375076384,Directed,178,,,1
8201601784469277475,10530946631850852036,Directed,179,,,1
BmVHfpJEr6cJ,18364489761375076384,Directed,180,,,1
Lf_JoUhC9ioJ,18364489761375076384,Directed,181,,,1
222555381283663828,18364489761375076384,Directed,182,,,1
zvzurMXY9dcJ,18364489761375076384,Directed,183,,,1
l2Z3srQClx4J,18364489761375076384,Directed,184,,,1
l2Z3srQClx4J,4305379575655523410,Directed,185,,,1
R8nk2-VpfcMJ,18364489761375076384,Directed,186,,,1
tMIo7bwBUFcJ,18364489761375076384,Directed,187,,,1
9163963512232671434,18364489761375076384,Directed,188,,,1
5f13f9e-WGMJ,18364489761375076384,Directed,189,,,1
2327007439404356682,3869537286556396237,Directed,190,,,1
2327007439404356682,4502186077180645975,Directed,191,,,1
10829621877540802730,14049779759522728835,Directed,192,,,1
12307804854711622255,14049779759522728835,Directed,193,,,1
12307804854711622255,13047535245142348189,Directed,194,,,1
12307804854711622255,8838042677898220156,Directed,195,,,1
12307804854711622255,8644167598383792439,Directed,196,,,1
12307804854711622255,11030158923293020054,Directed,197,,,1
12307804854711622255,12413642144769471143,Directed,198,,,1
12307804854711622255,16960966614380370837,Directed,199,,,1
13047535245142348189,2078824219152959371,Directed,200,,,1
13047535245142348189,8838042677898220156,Directed,201,,,1
13047535245142348189,2631352029640309796,Directed,202,,,1
13047535245142348189,15873641718668219815,Directed,203,,,1
13047535245142348189,12413642144769471143,Directed,204,,,1
13047535245142348189,11923733662165296462,Directed,205,,,1
13047535245142348189,10615602370311159197,Directed,206,,,1
4093463182099564822,13047535245142348189,Directed,207,,,1
4093463182099564822,2078824219152959371,Directed,208,,,1
5178473033033026679,13047535245142348189,Directed,209,,,1
5178473033033026679,3949633040183525282,Directed,210,,,1
5178473033033026679,8838042677898220156,Directed,211,,,1
5178473033033026679,8644167598383792439,Directed,212,,,1
5178473033033026679,8025455353789357703,Directed,213,,,1
5178473033033026679,12413642144769471143,Directed,214,,,1
5178473033033026679,11923733662165296462,Directed,215,,,1
5178473033033026679,7839497814579070209,Directed,216,,,1
4545614836793954697,13047535245142348189,Directed,217,,,1
4545614836793954697,2631352029640309796,Directed,218,,,1
4545614836793954697,3763463512730540926,Directed,219,,,1
4545614836793954697,17509155791626057980,Directed,220,,,1
16549808822810539613,13047535245142348189,Directed,221,,,1
16549808822810539613,2631352029640309796,Directed,222,,,1
16549808822810539613,11030158923293020054,Directed,223,,,1
16549808822810539613,15873641718668219815,Directed,224,,,1
16549808822810539613,388949307297797196,Directed,225,,,1
uKd410lXByMJ,13047535245142348189,Directed,226,,,1
3138835019420585642,13047535245142348189,Directed,227,,,1
3138835019420585642,14406229826728526180,Directed,228,,,1
3138835019420585642,3423302300071231607,Directed,229,,,1
3138835019420585642,4518001273119667555,Directed,230,,,1
3138835019420585642,17907235037287670421,Directed,231,,,1
3138835019420585642,3447354396199892081,Directed,232,,,1
18431895917952929666,4325148761311381039,Directed,233,,,1
6040515798753470998,18431895917952929666,Directed,234,,,1
XOSK0Kt_77MJ,18431895917952929666,Directed,235,,,1
3869537286556396237,2078824219152959371,Directed,236,,,1
3869537286556396237,15585637695526447041,Directed,237,,,1
7866555057541022756,3869537286556396237,Directed,238,,,1
17236747596393463088,3869537286556396237,Directed,239,,,1
13439403849594966262,3869537286556396237,Directed,240,,,1
13439403849594966262,2078824219152959371,Directed,241,,,1
13439403849594966262,15873641718668219815,Directed,242,,,1
13439403849594966262,18283470268251716438,Directed,243,,,1
kJAmCNL3d7EJ,3869537286556396237,Directed,244,,,1
kJAmCNL3d7EJ,4669222260776516088,Directed,245,,,1
kJAmCNL3d7EJ,3149253543223864356,Directed,246,,,1
kJAmCNL3d7EJ,14891423610772025596,Directed,247,,,1
3765169529583052107,3869537286556396237,Directed,248,,,1
3765169529583052107,4669222260776516088,Directed,249,,,1
_p01aIeIfIMJ,3869537286556396237,Directed,250,,,1
_p01aIeIfIMJ,8838042677898220156,Directed,251,,,1
_p01aIeIfIMJ,12251813603878232589,Directed,252,,,1
eQMHoyyQxTQJ,3869537286556396237,Directed,253,,,1
6lO46n3uNg4J,3869537286556396237,Directed,254,,,1
4305379575655523410,1247650875323274830,Directed,255,,,1
10376173014980210740,4305379575655523410,Directed,256,,,1
422354646196576454,4305379575655523410,Directed,257,,,1
5873438446738323663,4305379575655523410,Directed,258,,,1
17732150171867951085,4305379575655523410,Directed,259,,,1
16801837257388950608,4305379575655523410,Directed,260,,,1
13027799260126704408,4305379575655523410,Directed,261,,,1
16468485305709935833,4305379575655523410,Directed,262,,,1
18117010879270097797,4305379575655523410,Directed,263,,,1
4702926703306170727,4305379575655523410,Directed,264,,,1
12267705056610922864,4305379575655523410,Directed,265,,,1
4961129269046390762,4305379575655523410,Directed,266,,,1
17025304588864783908,4305379575655523410,Directed,267,,,1
17025304588864783908,1247650875323274830,Directed,268,,,1
8930339866405013554,4305379575655523410,Directed,269,,,1
16495108964100597773,4305379575655523410,Directed,270,,,1
12518028163351583171,4305379575655523410,Directed,271,,,1
9700639132515475530,4305379575655523410,Directed,272,,,1
2555198151461738517,4305379575655523410,Directed,273,,,1
9382443608566538268,4305379575655523410,Directed,274,,,1
8059486201878252062,4305379575655523410,Directed,275,,,1
5034195935378577711,4305379575655523410,Directed,276,,,1
17591019768018795077,4305379575655523410,Directed,277,,,1
TtO5JAJxyooJ,4305379575655523410,Directed,278,,,1
TtO5JAJxyooJ,13674556277028393339,Directed,279,,,1
2709610180078363487,4305379575655523410,Directed,280,,,1
13420353984894815076,4305379575655523410,Directed,281,,,1
2toigCiXz3IJ,4305379575655523410,Directed,282,,,1
9EIVjmHx5hQJ,4305379575655523410,Directed,283,,,1
6231224210105569193,4305379575655523410,Directed,284,,,1
17103755026113251191,4305379575655523410,Directed,285,,,1
Sli90m7BZVkJ,4305379575655523410,Directed,286,,,1
4670949797676394552,4305379575655523410,Directed,287,,,1
4670949797676394552,1953573005909947035,Directed,288,,,1
14921700023805144744,4305379575655523410,Directed,289,,,1
17145920108870514742,4305379575655523410,Directed,290,,,1
17145920108870514742,13674556277028393339,Directed,291,,,1
4181266550606832334,4305379575655523410,Directed,292,,,1
8083563096114898961,4305379575655523410,Directed,293,,,1
ul372i72UU4J,4305379575655523410,Directed,294,,,1
2078824219152959371,18283470268251716438,Directed,295,,,1
15298305854880774339,2078824219152959371,Directed,296,,,1
998150307887659497,2078824219152959371,Directed,297,,,1
998150307887659497,3528234146685787736,Directed,298,,,1
998150307887659497,5303041884506007229,Directed,299,,,1
14455258704619000294,2078824219152959371,Directed,300,,,1
10852306004660064119,2078824219152959371,Directed,301,,,1
6167669409516188183,2078824219152959371,Directed,302,,,1
6167669409516188183,5303041884506007229,Directed,303,,,1
18015861928750303602,2078824219152959371,Directed,304,,,1
9176903319157863529,2078824219152959371,Directed,305,,,1
9176903319157863529,3949633040183525282,Directed,306,,,1
9176903319157863529,5303041884506007229,Directed,307,,,1
10753970664115681600,2078824219152959371,Directed,308,,,1
10753970664115681600,5586173181465954337,Directed,309,,,1
10753970664115681600,8644167598383792439,Directed,310,,,1
10753970664115681600,3528234146685787736,Directed,311,,,1
10753970664115681600,5303041884506007229,Directed,312,,,1
8644167598383792439,2078824219152959371,Directed,313,,,1
8644167598383792439,3949633040183525282,Directed,314,,,1
8644167598383792439,8838042677898220156,Directed,315,,,1
8644167598383792439,8210095144782330516,Directed,316,,,1
8644167598383792439,4660733768824025653,Directed,317,,,1
8644167598383792439,5303041884506007229,Directed,318,,,1
5192021622657404407,2078824219152959371,Directed,319,,,1
2020599742406624770,2078824219152959371,Directed,320,,,1
114482836841063151,2078824219152959371,Directed,321,,,1
1269495852173601264,2078824219152959371,Directed,322,,,1
1269495852173601264,3949633040183525282,Directed,323,,,1
1269495852173601264,8644167598383792439,Directed,324,,,1
1269495852173601264,3528234146685787736,Directed,325,,,1
1269495852173601264,5303041884506007229,Directed,326,,,1
10888559634713029707,2078824219152959371,Directed,327,,,1
10888559634713029707,3949633040183525282,Directed,328,,,1
10888559634713029707,8644167598383792439,Directed,329,,,1
10888559634713029707,11923733662165296462,Directed,330,,,1
10888559634713029707,3528234146685787736,Directed,331,,,1
10888559634713029707,5303041884506007229,Directed,332,,,1
18247619370133076774,2078824219152959371,Directed,333,,,1
15362963014517127034,2078824219152959371,Directed,334,,,1
15362963014517127034,5303041884506007229,Directed,335,,,1
15280915306999385593,2078824219152959371,Directed,336,,,1
15280915306999385593,8838042677898220156,Directed,337,,,1
2996156247213767920,2078824219152959371,Directed,338,,,1
2996156247213767920,8838042677898220156,Directed,339,,,1
2996156247213767920,5303041884506007229,Directed,340,,,1
8378335409114904619,2078824219152959371,Directed,341,,,1
8378335409114904619,8838042677898220156,Directed,342,,,1
8378335409114904619,4669222260776516088,Directed,343,,,1
8378335409114904619,2631352029640309796,Directed,344,,,1
1721628911775200615,2078824219152959371,Directed,345,,,1
1721628911775200615,5303041884506007229,Directed,346,,,1
6466406850380510995,2078824219152959371,Directed,347,,,1
6466406850380510995,3949633040183525282,Directed,348,,,1
6466406850380510995,5586173181465954337,Directed,349,,,1
6466406850380510995,5303041884506007229,Directed,350,,,1
2191101830682358038,2078824219152959371,Directed,351,,,1
2191101830682358038,3949633040183525282,Directed,352,,,1
2191101830682358038,8838042677898220156,Directed,353,,,1
16944354419113507518,2078824219152959371,Directed,354,,,1
4502186077180645975,2078824219152959371,Directed,355,,,1
4502186077180645975,8838042677898220156,Directed,356,,,1
4502186077180645975,16388139659043835172,Directed,357,,,1
4502186077180645975,17907235037287670421,Directed,358,,,1
4502186077180645975,18283470268251716438,Directed,359,,,1
4502186077180645975,5303041884506007229,Directed,360,,,1
11014197945149612039,2078824219152959371,Directed,361,,,1
370513328054307419,2078824219152959371,Directed,362,,,1
370513328054307419,5586173181465954337,Directed,363,,,1
370513328054307419,8644167598383792439,Directed,364,,,1
370513328054307419,18283470268251716438,Directed,365,,,1
8055779149009487787,2078824219152959371,Directed,366,,,1
14551374500998246287,2078824219152959371,Directed,367,,,1
10543982006770456679,2078824219152959371,Directed,368,,,1
2944204613974636844,2078824219152959371,Directed,369,,,1
4729525241981276727,2078824219152959371,Directed,370,,,1
5481348942114061304,2078824219152959371,Directed,371,,,1
5481348942114061304,3949633040183525282,Directed,372,,,1
5481348942114061304,5586173181465954337,Directed,373,,,1
5481348942114061304,10615602370311159197,Directed,374,,,1
5481348942114061304,17907235037287670421,Directed,375,,,1
5481348942114061304,18283470268251716438,Directed,376,,,1
5481348942114061304,4660733768824025653,Directed,377,,,1
5481348942114061304,3528234146685787736,Directed,378,,,1
5481348942114061304,7259723506568715107,Directed,379,,,1
5481348942114061304,5303041884506007229,Directed,380,,,1
14173077665863986321,2078824219152959371,Directed,381,,,1
14173077665863986321,8210095144782330516,Directed,382,,,1
14173077665863986321,8644167598383792439,Directed,383,,,1
14173077665863986321,3528234146685787736,Directed,384,,,1
17242148201192628448,2078824219152959371,Directed,385,,,1
17242148201192628448,3949633040183525282,Directed,386,,,1
7212520359897151558,2078824219152959371,Directed,387,,,1
7212520359897151558,3528234146685787736,Directed,388,,,1
10640957927154719886,2078824219152959371,Directed,389,,,1
10640957927154719886,8838042677898220156,Directed,390,,,1
12913151628694791966,2078824219152959371,Directed,391,,,1
15850518638746697653,2078824219152959371,Directed,392,,,1
15850518638746697653,4669222260776516088,Directed,393,,,1
15850518638746697653,3528234146685787736,Directed,394,,,1
13722309935200899639,2078824219152959371,Directed,395,,,1
13722309935200899639,3949633040183525282,Directed,396,,,1
13722309935200899639,8644167598383792439,Directed,397,,,1
13722309935200899639,388949307297797196,Directed,398,,,1
240507246029947936,2078824219152959371,Directed,399,,,1
240507246029947936,3949633040183525282,Directed,400,,,1
240507246029947936,8838042677898220156,Directed,401,,,1
240507246029947936,2631352029640309796,Directed,402,,,1
240507246029947936,11030158923293020054,Directed,403,,,1
240507246029947936,18151236176615946139,Directed,404,,,1
240507246029947936,388949307297797196,Directed,405,,,1
240507246029947936,15865308921224146003,Directed,406,,,1
1185919167860395185,2078824219152959371,Directed,407,,,1
1185919167860395185,3745337898332244734,Directed,408,,,1
12595657831660924448,2078824219152959371,Directed,409,,,1
12595657831660924448,3949633040183525282,Directed,410,,,1
12595657831660924448,4502186077180645975,Directed,411,,,1
12595657831660924448,10615602370311159197,Directed,412,,,1
13173669905461516108,2078824219152959371,Directed,413,,,1
10176797205199381055,2078824219152959371,Directed,414,,,1
10176797205199381055,4660733768824025653,Directed,415,,,1
3185839421017922045,2078824219152959371,Directed,416,,,1
16019937081846255059,2078824219152959371,Directed,417,,,1
9393483684184126434,2078824219152959371,Directed,418,,,1
2097516001738338318,2078824219152959371,Directed,419,,,1
2097516001738338318,3949633040183525282,Directed,420,,,1
2097516001738338318,4669222260776516088,Directed,421,,,1
2097516001738338318,2631352029640309796,Directed,422,,,1
2097516001738338318,16388139659043835172,Directed,423,,,1
2097516001738338318,11030158923293020054,Directed,424,,,1
2097516001738338318,17907235037287670421,Directed,425,,,1
2097516001738338318,3528234146685787736,Directed,426,,,1
2245180980613559081,2078824219152959371,Directed,427,,,1
2245180980613559081,3949633040183525282,Directed,428,,,1
2245180980613559081,13758655946725898941,Directed,429,,,1
12623903709595685761,2078824219152959371,Directed,430,,,1
12623903709595685761,17690088630266840742,Directed,431,,,1
14198379670452440335,2078824219152959371,Directed,432,,,1
13294003462059862300,2078824219152959371,Directed,433,,,1
14966646997889579849,2078824219152959371,Directed,434,,,1
14966646997889579849,18047654782703650954,Directed,435,,,1
2608839941262025760,2078824219152959371,Directed,436,,,1
2608839941262025760,18151236176615946139,Directed,437,,,1
5145890577290780252,2078824219152959371,Directed,438,,,1
5145890577290780252,3745337898332244734,Directed,439,,,1
4312508903965758815,2078824219152959371,Directed,440,,,1
4312508903965758815,3949633040183525282,Directed,441,,,1
1312180317978698370,2078824219152959371,Directed,442,,,1
18011109309446648149,2078824219152959371,Directed,443,,,1
3582855901054155710,2078824219152959371,Directed,444,,,1
3582855901054155710,16388139659043835172,Directed,445,,,1
16135030709989818049,2078824219152959371,Directed,446,,,1
1479588860027444635,2078824219152959371,Directed,447,,,1
1479588860027444635,8644167598383792439,Directed,448,,,1
1479588860027444635,16960966614380370837,Directed,449,,,1
1479588860027444635,3528234146685787736,Directed,450,,,1
18029087681572809883,2078824219152959371,Directed,451,,,1
18029087681572809883,8644167598383792439,Directed,452,,,1
18029087681572809883,18283470268251716438,Directed,453,,,1
12993215826125876630,2078824219152959371,Directed,454,,,1
12993215826125876630,3949633040183525282,Directed,455,,,1
12993215826125876630,8838042677898220156,Directed,456,,,1
12993215826125876630,3528234146685787736,Directed,457,,,1
12993215826125876630,7259723506568715107,Directed,458,,,1
8828554836077118608,2078824219152959371,Directed,459,,,1
5298415229107416632,2078824219152959371,Directed,460,,,1
16897909538257566741,2078824219152959371,Directed,461,,,1
11118845525210055087,2078824219152959371,Directed,462,,,1
12403700367841935680,2078824219152959371,Directed,463,,,1
12403700367841935680,18283470268251716438,Directed,464,,,1
10646565690883937124,2078824219152959371,Directed,465,,,1
10646565690883937124,5586173181465954337,Directed,466,,,1
10646565690883937124,17907235037287670421,Directed,467,,,1
13164419981386228325,2078824219152959371,Directed,468,,,1
13164419981386228325,8644167598383792439,Directed,469,,,1
13164419981386228325,4660733768824025653,Directed,470,,,1
2677021253799230105,2078824219152959371,Directed,471,,,1
6589986110108076355,2078824219152959371,Directed,472,,,1
6589986110108076355,4669222260776516088,Directed,473,,,1
6589986110108076355,16960966614380370837,Directed,474,,,1
6589986110108076355,10615602370311159197,Directed,475,,,1
6589986110108076355,4660733768824025653,Directed,476,,,1
6589986110108076355,7259723506568715107,Directed,477,,,1
17690383629138986531,2078824219152959371,Directed,478,,,1
17205899709066484163,2078824219152959371,Directed,479,,,1
3190482805217395072,2078824219152959371,Directed,480,,,1
3190482805217395072,8838042677898220156,Directed,481,,,1
3190482805217395072,3528234146685787736,Directed,482,,,1
12718972557591561698,2078824219152959371,Directed,483,,,1
12718972557591561698,8644167598383792439,Directed,484,,,1
12718972557591561698,3528234146685787736,Directed,485,,,1
12704641786328803743,2078824219152959371,Directed,486,,,1
12704641786328803743,3949633040183525282,Directed,487,,,1
12337710627142487580,2078824219152959371,Directed,488,,,1
11156483093421762677,2078824219152959371,Directed,489,,,1
8123801003513815419,2078824219152959371,Directed,490,,,1
15006565908770231573,2078824219152959371,Directed,491,,,1
15006565908770231573,8838042677898220156,Directed,492,,,1
15006565908770231573,4669222260776516088,Directed,493,,,1
15006565908770231573,2631352029640309796,Directed,494,,,1
15006565908770231573,15585637695526447041,Directed,495,,,1
15006565908770231573,11087900507721539749,Directed,496,,,1
15006565908770231573,8025455353789357703,Directed,497,,,1
15006565908770231573,11030158923293020054,Directed,498,,,1
15006565908770231573,12413642144769471143,Directed,499,,,1
15006565908770231573,11923733662165296462,Directed,500,,,1
15006565908770231573,388949307297797196,Directed,501,,,1
15006565908770231573,1955402669272892995,Directed,502,,,1
15006565908770231573,14551374500998246287,Directed,503,,,1
10036326719393839443,2078824219152959371,Directed,504,,,1
12081503585598551994,2078824219152959371,Directed,505,,,1
12081503585598551994,3949633040183525282,Directed,506,,,1
12081503585598551994,5586173181465954337,Directed,507,,,1
10351176549317483333,2078824219152959371,Directed,508,,,1
10351176549317483333,14530107091503288165,Directed,509,,,1
10351176549317483333,17907235037287670421,Directed,510,,,1
10351176549317483333,7839497814579070209,Directed,511,,,1
16494609954815174028,2078824219152959371,Directed,512,,,1
11840416821550430128,2078824219152959371,Directed,513,,,1
14244741279158038785,2078824219152959371,Directed,514,,,1
7068872649588254655,2078824219152959371,Directed,515,,,1
9821681918928902669,2078824219152959371,Directed,516,,,1
14156864810582343711,2078824219152959371,Directed,517,,,1
9945897694999627458,2078824219152959371,Directed,518,,,1
6287949602811793968,2078824219152959371,Directed,519,,,1
6287949602811793968,8644167598383792439,Directed,520,,,1
6287949602811793968,11030158923293020054,Directed,521,,,1
6287949602811793968,7259723506568715107,Directed,522,,,1
7189705453935806282,2078824219152959371,Directed,523,,,1
7189705453935806282,14406229826728526180,Directed,524,,,1
