Source,Target,Type,Id,Label,timeset,Weight
13452297271468985525,18364489761375076384,Directed,0,,,1
13452297271468985525,1247650875323274830,Directed,1,,,1
13452297271468985525,4305379575655523410,Directed,2,,,1
13452297271468985525,16534971255296181928,Directed,3,,,1
13452297271468985525,4578510834920906539,Directed,4,,,1
9643529435974467420,13452297271468985525,Directed,5,,,1
96392900239051020,13452297271468985525,Directed,6,,,1
1713004155616381265,13452297271468985525,Directed,7,,,1
5137379941588443074,13452297271468985525,Directed,8,,,1
14170151292118532576,13452297271468985525,Directed,9,,,1
xH3VDP54V1sJ,13452297271468985525,Directed,10,,,1
xH3VDP54V1sJ,18364489761375076384,Directed,11,,,1
xH3VDP54V1sJ,3707484458598957609,Directed,12,,,1
xH3VDP54V1sJ,16534971255296181928,Directed,13,,,1
xH3VDP54V1sJ,4578510834920906539,Directed,14,,,1
xH3VDP54V1sJ,4401957614110188132,Directed,15,,,1
xH3VDP54V1sJ,14287564123485071209,Directed,16,,,1
xH3VDP54V1sJ,13820541331085222368,Directed,17,,,1
VB2OP2PYcHEJ,13452297271468985525,Directed,18,,,1
VB2OP2PYcHEJ,18364489761375076384,Directed,19,,,1
VB2OP2PYcHEJ,4305379575655523410,Directed,20,,,1
VB2OP2PYcHEJ,1953573005909947035,Directed,21,,,1
10829833430499435911,13452297271468985525,Directed,22,,,1
13425825107611847974,13452297271468985525,Directed,23,,,1
jF94rjZZqk0J,13452297271468985525,Directed,24,,,1
jF94rjZZqk0J,1247650875323274830,Directed,25,,,1
jF94rjZZqk0J,14287564123485071209,Directed,26,,,1
R8nk2-VpfcMJ,13452297271468985525,Directed,27,,,1
R8nk2-VpfcMJ,18364489761375076384,Directed,28,,,1
5623115105686957502,1643463295570116832,Directed,29,,,1
5623115105686957502,3949633040183525282,Directed,30,,,1
5623115105686957502,1090143777790538129,Directed,31,,,1
5623115105686957502,4578510834920906539,Directed,32,,,1
39566363689295785,5623115105686957502,Directed,33,,,1
15615216428349013485,5623115105686957502,Directed,34,,,1
QoNm5rQjCcEJ,5623115105686957502,Directed,35,,,1
1335342494419187770,1247650875323274830,Directed,36,,,1
1335342494419187770,16534971255296181928,Directed,37,,,1
1335342494419187770,1953573005909947035,Directed,38,,,1
14337394264442923064,1335342494419187770,Directed,39,,,1
13158016896546413482,1335342494419187770,Directed,40,,,1
16933850326634573931,1335342494419187770,Directed,41,,,1
LqUsJNmjAnkJ,1335342494419187770,Directed,42,,,1
932529815590540910,1335342494419187770,Directed,43,,,1
932529815590540910,11668953652255927650,Directed,44,,,1
932529815590540910,9544844125747400170,Directed,45,,,1
932529815590540910,12862287514072459374,Directed,46,,,1
16138502794860785047,1335342494419187770,Directed,47,,,1
16702266159487245255,1335342494419187770,Directed,48,,,1
14368621682944950646,1335342494419187770,Directed,49,,,1
14368621682944950646,14287564123485071209,Directed,50,,,1
17938949939965260934,1335342494419187770,Directed,51,,,1
17938949939965260934,13591252469910258212,Directed,52,,,1
18364489761375076384,16534971255296181928,Directed,53,,,1
18364489761375076384,631504496920615611,Directed,54,,,1
5395181303362854805,18364489761375076384,Directed,55,,,1
815774926777938212,18364489761375076384,Directed,56,,,1
1247650875323274830,18364489761375076384,Directed,57,,,1
1247650875323274830,16534971255296181928,Directed,58,,,1
1247650875323274830,4371373179911640434,Directed,59,,,1
10986861324205392331,18364489761375076384,Directed,60,,,1
10986861324205392331,1139468960625153566,Directed,61,,,1
10146411023183790423,18364489761375076384,Directed,62,,,1
1907311298240946255,18364489761375076384,Directed,63,,,1
1907311298240946255,4305379575655523410,Directed,64,,,1
1907311298240946255,16534971255296181928,Directed,65,,,1
14937006532788023928,18364489761375076384,Directed,66,,,1
5890447170012942057,18364489761375076384,Directed,67,,,1
3516377922425391278,18364489761375076384,Directed,68,,,1
15805162202309557427,18364489761375076384,Directed,69,,,1
4262853611372190417,18364489761375076384,Directed,70,,,1
9133763545643856728,18364489761375076384,Directed,71,,,1
9133763545643856728,4371373179911640434,Directed,72,,,1
10334563125702351939,18364489761375076384,Directed,73,,,1
2249046575011325711,18364489761375076384,Directed,74,,,1
1052241431211313363,18364489761375076384,Directed,75,,,1
1195137970263928917,18364489761375076384,Directed,76,,,1
5449225012179960789,18364489761375076384,Directed,77,,,1
5449225012179960789,11668953652255927650,Directed,78,,,1
5449225012179960789,16534971255296181928,Directed,79,,,1
1004676428026786513,18364489761375076384,Directed,80,,,1
3707484458598957609,18364489761375076384,Directed,81,,,1
3707484458598957609,1247650875323274830,Directed,82,,,1
3707484458598957609,962727949814751324,Directed,83,,,1
3707484458598957609,16534971255296181928,Directed,84,,,1
3884957561641543713,18364489761375076384,Directed,85,,,1
3884957561641543713,962727949814751324,Directed,86,,,1
3884957561641543713,16534971255296181928,Directed,87,,,1
3884957561641543713,4371373179911640434,Directed,88,,,1
10380663245555997641,18364489761375076384,Directed,89,,,1
10380663245555997641,1247650875323274830,Directed,90,,,1
10380663245555997641,14287564123485071209,Directed,91,,,1
9566344511467238283,18364489761375076384,Directed,92,,,1
4338033259627270849,18364489761375076384,Directed,93,,,1
tIbJMADHH40J,18364489761375076384,Directed,94,,,1
zU23Ue9PygsJ,18364489761375076384,Directed,95,,,1
18221287824361496906,18364489761375076384,Directed,96,,,1
15474642984557559046,18364489761375076384,Directed,97,,,1
afnObng0xVwJ,18364489761375076384,Directed,98,,,1
afnObng0xVwJ,9544844125747400170,Directed,99,,,1
8201601784469277475,18364489761375076384,Directed,100,,,1
8201601784469277475,962727949814751324,Directed,101,,,1
8201601784469277475,16534971255296181928,Directed,102,,,1
8201601784469277475,4371373179911640434,Directed,103,,,1
BmVHfpJEr6cJ,18364489761375076384,Directed,104,,,1
Lf_JoUhC9ioJ,18364489761375076384,Directed,105,,,1
222555381283663828,18364489761375076384,Directed,106,,,1
zvzurMXY9dcJ,18364489761375076384,Directed,107,,,1
l2Z3srQClx4J,18364489761375076384,Directed,108,,,1
l2Z3srQClx4J,4305379575655523410,Directed,109,,,1
tMIo7bwBUFcJ,18364489761375076384,Directed,110,,,1
9163963512232671434,18364489761375076384,Directed,111,,,1
5f13f9e-WGMJ,18364489761375076384,Directed,112,,,1
18185783756562454816,1643463295570116832,Directed,113,,,1
13322551366454370536,1643463295570116832,Directed,114,,,1
6125301899722643839,1643463295570116832,Directed,115,,,1
9202871514513747919,1643463295570116832,Directed,116,,,1
14113260442451114387,1643463295570116832,Directed,117,,,1
9100375786839307756,1643463295570116832,Directed,118,,,1
11128823227473860269,1643463295570116832,Directed,119,,,1
9470309127828873064,1643463295570116832,Directed,120,,,1
184719933659126127,1643463295570116832,Directed,121,,,1
14984165473430297556,1643463295570116832,Directed,122,,,1
2417395992096232546,1643463295570116832,Directed,123,,,1
12635390774851772880,1643463295570116832,Directed,124,,,1
15172417902665633894,1643463295570116832,Directed,125,,,1
418266847170770853,1643463295570116832,Directed,126,,,1
5453914089124037913,1643463295570116832,Directed,127,,,1
5453914089124037913,2078824219152959371,Directed,128,,,1
5453914089124037913,3691047098252454912,Directed,129,,,1
5453914089124037913,9904598574442894433,Directed,130,,,1
1849204435978688911,1643463295570116832,Directed,131,,,1
15379478959264863328,1643463295570116832,Directed,132,,,1
11467986508925612368,1643463295570116832,Directed,133,,,1
10224923614232108670,1643463295570116832,Directed,134,,,1
16397026794656881699,1643463295570116832,Directed,135,,,1
7565561135015406480,1643463295570116832,Directed,136,,,1
12133959501177785082,1643463295570116832,Directed,137,,,1
6239621293047403272,1643463295570116832,Directed,138,,,1
1337904658858441362,1643463295570116832,Directed,139,,,1
3250953019662562263,1643463295570116832,Directed,140,,,1
650645137134302302,1643463295570116832,Directed,141,,,1
aNsuFZiQaUkJ,1643463295570116832,Directed,142,,,1
6725146109081728,1643463295570116832,Directed,143,,,1
303841105657381417,1643463295570116832,Directed,144,,,1
9844609276134837274,1643463295570116832,Directed,145,,,1
5797695707624213053,1643463295570116832,Directed,146,,,1
8200633689746957050,1643463295570116832,Directed,147,,,1
7053105036356175805,1643463295570116832,Directed,148,,,1
5256867911590347964,1643463295570116832,Directed,149,,,1
1485835081831342760,1643463295570116832,Directed,150,,,1
yv1MhAzmUkQJ,1643463295570116832,Directed,151,,,1
Fi1WmmdjmfAJ,1643463295570116832,Directed,152,,,1
11952023677055702570,1643463295570116832,Directed,153,,,1
a4pnsoq4rwMJ,1643463295570116832,Directed,154,,,1
2g7HtyAVuWEJ,1643463295570116832,Directed,155,,,1
10037675033588739066,1643463295570116832,Directed,156,,,1
11805831297777819937,1643463295570116832,Directed,157,,,1
1629218297859438939,1643463295570116832,Directed,158,,,1
rVTr-OfatNcJ,1643463295570116832,Directed,159,,,1
10615361509955807006,1643463295570116832,Directed,160,,,1
179990923850747548,1643463295570116832,Directed,161,,,1
8128426500767112328,5890447170012942057,Directed,162,,,1
8128426500767112328,6186687271539838971,Directed,163,,,1
8128426500767112328,10691181142933066617,Directed,164,,,1
8395535540891780029,5890447170012942057,Directed,165,,,1
5561513350250730219,5890447170012942057,Directed,166,,,1
ao8ZmMwxvjIJ,5890447170012942057,Directed,167,,,1
11366784337774289379,5890447170012942057,Directed,168,,,1
15555769057077166528,5890447170012942057,Directed,169,,,1
2327007439404356682,3869537286556396237,Directed,170,,,1
2327007439404356682,4502186077180645975,Directed,171,,,1
3226383488348706664,16192213325054712482,Directed,172,,,1
3226383488348706664,1090143777790538129,Directed,173,,,1
3226383488348706664,4669222260776516088,Directed,174,,,1
3226383488348706664,3691047098252454912,Directed,175,,,1
3226383488348706664,962727949814751324,Directed,176,,,1
