source,target
1329405906254241792,1329267699491409921
1329362731099631616,1329362139291717636
1329362787714424832,1329362731099631616
1329362139291717636,1329361826816139265
1329361826816139265,1329361426243313664
1329361426243313664,1329360615173976065
1329360615173976065,1329359343460945920
1329359343460945920,1329358824529158146
1329359653424214016,1329359307574534144
1329360154287017985,1329359653424214016
1329359307574534144,1329358885178761217
1329358824529158146,1329358485956530182
1329358885178761217,1329357937073123329
1329357937073123329,1329357161386938370
1329358485956530182,1329358326656806912
1329358326656806912,1329356941169135617
1329356941169135617,1329355146787221505
1329357161386938370,1329356734801080320
1329357558084235264,1329357161386938370
1329357736816029696,1329357558084235264
1329356734801080320,1329356023564537866
1329355146787221505,1329354250309173251
1329356023564537866,1329355449091690497
1329355839593984000,1329355256476655616
1329356344525197317,1329355839593984000
1329355449091690497,1329354597455065089
1329355256476655616,1329353908028919808
1329354597455065089,1329354188351021056
1329353908028919808,1329351866975744001
1329354250309173251,1329353656840450049
1329354188351021056,1329353782719897600
1329353656840450049,1329353220368510977
1329353782719897600,1329353220368510977
1329351866975744001,1329351564331540481
1329353220368510977,1329351364879781890
1329351364879781890,1329350384905842689
1329352801391161344,1329351364879781890
1329351564331540481,1329350753450856448
1329350753450856448,1329350590988767233
1329350384905842689,1329349720968486914
1329350590988767233,1329349895929683969
1329349895929683969,1329349320890527748
1329349720968486914,1329348900805816320
1329349320890527748,1329348811152629760
1329348900805816320,1329348811152629760
1329349708016459779,1329349320890527748
1329348811152629760,1329348581430611968
1329348581430611968,1329348290853396482
1329348853183733762,1329348581430611968
1329348290853396482,1329347196056121346
1329348637848113152,1329348290853396482
1329347196056121346,1329346693607907335
1329347660541734914,1329347179207651329
1329348268179017729,1329347660541734914
1329347179207651329,1329346693607907335
1329346693607907335,1329346259640053761
1329346259640053761,1329344821585186816
1329346667456376833,1329346259640053761
1329344821585186816,1329344321213112320
1329345582104764417,1329343484399128576
1329345927895715843,1329345582104764417
1329344165415677953,1329343484399128576
1329345645229076482,1329344165415677953
1329343484399128576,1329342607198138371
1329344321213112320,1329343889845719042
1329343889845719042,1329343320997449728
1329343320997449728,1329342068553035777
1329342607198138371,1329338980299649026
1329342068553035777,1329341191368925185
1329338980299649026,1329338046823731200
1329341191368925185,1329338980299649026
1329341404129136641,1329339224747806726
1329341592835076098,1329341404129136641
1329339224747806726,1329338650002419716
1329338650002419716,1329338356816285698
1329338046823731200,1329335613989019649
1329338356816285698,1329338046823731200
1329335613989019649,1329332836470562816
1329332836470562816,1329332068761956353
1329333113059741699,1329332836470562816
1329332068761956353,1329331434239254530
1329331434239254530,1329329410533715968
1329329410533715968,1329329035588087808
1329328449685770240,1329326918806745089
1329330430961737728,1329328449685770240
1329329035588087808,1329328207422697472
1329328207422697472,1329326918806745089
1329326918806745089,1329326201459109892
1329326201459109892,1329325259842064384
1329325259842064384,1329323872995467265
1329323872995467265,1329322447867351040
1329322447867351040,1329321381729808384
1329321381729808384,1329320489710448640
1329320489710448640,1329319468661682179
1329319468661682179,1329271622503702533
1329271622503702533,1329267699491409921
