source,target
1385984876516712459,1385975329441959939
1385982866912382980,1385975329441959939
1385980011853750279,1385975329441959939
1385978128720355330,1385975329441959939
1385977876936237060,1385975329441959939
1385977698158264321,1385975329441959939
1385977436303630338,1385975329441959939
1385976384800051200,1385975329441959939
1385976207682977793,1385975329441959939
1385976099214069760,1385975329441959939
1385976088761970689,1385975329441959939
1385976016292638720,1385975329441959939
1385976007157592067,1385975329441959939
