1364984222390214656,https://twitter.com/ezedozitt21/status/1364984222390214656,ezedozitt21,1/2\nHistorybook: Hiram Revels becomes first African American in US Congress (1870); Beatles guitarist George Harrison born (1943);,0.0
1364984224848113675,https://twitter.com/ezedozitt21/status/1364984224848113675,ezedozitt21,"2/2\nMuhammad Ali, then known as Cassius Clay, defeats Sonny Liston to win his first world heavyweight title (1964); HBD actress Téa Leoni (1966); RIP playwright and poet Tennessee Williams (1983).",0.3612
